og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,pollination,sym_RS_scored,Accepted_name,Accepted_name_rank,Accepted_family,Accepted_genus,sym_genus,sym_family,sym_species
Chamaecrista desvauxii var. latistipula,Fabaceae,NA,NA,NA,NA,-12.98388889,NA,1000,NA,"Costa, C., Lambert, S., Borba, E. & ... (2007). Post-zygotic Reproductive Isolation Between Sympatric Taxa in the Chamaecrista desvauxii Complex (Leguminosae–Caesalpinioideae). Annals of Botany, 99, 625-635.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.270833333,Chamaecrista desvauxii var. latistipula,invertebrate,NA,Chamaecrista desvauxii var. latistipula,variety,Fabaceae,Chamaecrista,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Chamaecrista ramosa,Fabaceae,NA,NA,NA,NA,-8.53,NA,14,NA,"Almeida, N.d., Castro, C.d., Leite, A.d.L, Novo RR, Machado I.C. (2013). Enantiostyly in Chamaecrista ramosa (Fabaceae‐Caesalpinioideae): floral morphology, pollen transfer dynamics and breeding system. Plant Biology, 15, 369-375.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.291666667,Chamaecrista ramosa,invertebrate,NA,Chamaecrista ramosa,species,Fabaceae,Chamaecrista,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Chimaphila umbellata,Ericaceae,NA,NA,NA,NA,57.21666667,NA,8,NA,"Knudsen, J.T. & Olesen, J.M. (1993). Buzz-Pollination and Patterns in Sexual Traits in North European Pyrolaceae. American Journal of Botany, 80, 900-913.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.8,Chimaphila umbellata,invertebrate,NA,Chimaphila umbellata,species,Ericaceae,Chimaphila,actinomorphic,actinomorphic zygomorphic,actinomorphic
Chiococca alba,Rubiaceae,NA,NA,NA,NA,-23.36463,NA,6,NA,"Castro, C.C., Oliveira, P.E. & Pimentel, R.M.d.M. (2008). Reproductive biology of the herkogamous vine Chiococca alba (L.) Hitchc.(Rubiaceae) in the Atlantic Rain Forest, SE Brazil. Brazilian Journal of Botany, 31, 317-321.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2,Chiococca alba,invertebrate,NA,Chiococca alba,species,Rubiaceae,Chiococca,actinomorphic,actinomorphic zygomorphic,actinomorphic
Chirita gueilinensis,Gesneriaceae,NA,NA,NA,NA,25.05002778,NA,161,NA,"Pu, G.-Z., Pan, Y.-M., Tang, S.-C., Wei, C.-Q. & Chen, Q.-X. (2009). Pollination Biology and Reproductive Allocation of Chirita gueilinensis (Gesneriaceae). Bulletin of Botanical Research, 29, 169-175.",NA,Y,NA,NA,NA,NA,NA,songetal20223,18.5,Chirita gueilinensis,invertebrate,NA,Primulina gueilinensis,species,Gesneriaceae,Primulina,NA,actinomorphic zygomorphic,zygomorphic
Chloraea alpina,Orchidaceae,NA,NA,NA,NA,-41.13333333,NA,851,NA,"Clayton, S. & Aizen, M.A. (1996). Effects of pollinia removal and insertion on flower longevity in Chloraea alpina (Orchidaceae). Evolutionary Ecology, 10, 653-660.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.3,Chloraea alpina,invertebrate,NA,Chloraea alpina,species,Orchidaceae,Chloraea,zygomorphic,actinomorphic zygomorphic,NA
Chloraea lamellata,Orchidaceae,NA,NA,NA,NA,-39.46666667,NA,369,NA,"Lehnebach, C. & Riveros, M. (2003). Pollination biology of the Chilean endemic orchid Chloraea lamellata. Biodiversity & Conservation, 12, 1741-1751.",NA,Y,NA,NA,NA,NA,NA,songetal20223,14.3,Chloraea lamellata,invertebrate,NA,Chloraea lamellata,species,Orchidaceae,Chloraea,zygomorphic,actinomorphic zygomorphic,zygomorphic
Chloraea membranacea,Orchidaceae,NA,NA,NA,NA,-29.03055556,NA,756,NA,"Sanguinetti, A., Buzatto, C.R., Pedron, M., Davies, K.L., Ferreira, P.M.d.A., Maldonado, S. et al. (2012). Floral features, pollination biology and breeding system of Chloraea membranacea Lindl. (Orchidaceae: Chloraeinae). Annals of botany, 110, 1607-1621.",NA,Y,NA,NA,NA,NA,NA,songetal20223,22.4,Chloraea membranacea,invertebrate,NA,Chloraea membranacea,species,Orchidaceae,Chloraea,zygomorphic,actinomorphic zygomorphic,zygomorphic
Chloraea virescens,Orchidaceae,NA,NA,NA,NA,-42.15,NA,1262,NA,"Sanguinetti, A. & Singer, R.B. (2014). Invasive bees promote high reproductive success in Andean orchids. Biological Conservation, 175, 10-20.",NA,Y,NA,NA,NA,NA,NA,songetal20223,18.8,Chloraea virescens,invertebrate,NA,Chloraea piquichen,species,Orchidaceae,Chloraea,zygomorphic,actinomorphic zygomorphic,zygomorphic
Cimicifuga nanchuanensis,Ranunculaceae,NA,NA,NA,NA,29,NA,1850,NA,"Qi, W.-Q., You, R.-L. & Chen, X.-L. (1998). Pollination biology in Cimicifuga nanchuanensis, an endangered species (Ranunculaceae). Acta Botanica Sinica, 40, 9-15.",NA,N,NA,NA,NA,NA,NA,songetal20223,11,Cimicifuga nanchuanensis,invertebrate,NA,Actaea nanchuanensis,species,Ranunculaceae,Actaea,actinomorphic,actinomorphic zygomorphic,NA
Cistanche deserticola,Orobanchaceae,NA,NA,NA,NA,39.66666667,NA,1057,NA,"Song, Y.-X., Guo, S.-H., Niu, D.-L., Zheng, G.-Q., Ma, H.-A. & Li, M. (2008). A Study on Breeding System of the Endangered Plant Cistanche deserticola. Bulletin of Botanical Research, 28, 278-282+287.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2.5,Cistanche deserticola,invertebrate,NA,Cistanche deserticola,species,Orobanchaceae,Cistanche,zygomorphic,actinomorphic zygomorphic,NA
Cistus albidus,Cistaceae,NA,NA,NA,NA,40.68333333,NA,740,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.86,Cistus albidus,invertebrate,NA,Cistus albidus,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.53333333,NA,725,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.98,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.53333333,NA,725,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.89,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.73333333,NA,1120,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.87,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.73333333,NA,940,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,1.92,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.81666667,NA,1380,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.6,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.83333333,NA,1300,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.89,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.53333333,NA,720,NA,"Teixido A, Mendez M, Valladres F. (2011). Flower size and longevity influence florivory in the large-flowered shrub Cistus ladanifer. Acta Oecologica, 37, 418-421",NA,N,NA,NA,NA,NA,NA,songetal20223,1.38,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.73333333,NA,1120,NA,"Teixido A, Mendez M, Valladres F. (2011). Flower size and longevity influence florivory in the large-flowered shrub Cistus ladanifer. Acta Oecologica, 37, 418-421",NA,N,NA,NA,NA,NA,NA,songetal20223,1.21,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.73333333,NA,940,NA,"Teixido A, Mendez M, Valladres F. (2011). Flower size and longevity influence florivory in the large-flowered shrub Cistus ladanifer. Acta Oecologica, 37, 418-421",NA,N,NA,NA,NA,NA,NA,songetal20223,1.92,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus ladanifer,Cistaceae,NA,NA,NA,NA,40.83333333,NA,1300,NA,"Teixido A, Mendez M, Valladres F. (2011). Flower size and longevity influence florivory in the large-flowered shrub Cistus ladanifer. Acta Oecologica, 37, 418-421",NA,N,NA,NA,NA,NA,NA,songetal20223,1.23,Cistus ladanifer,invertebrate,NA,Cistus ladanifer,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus laurifolius,Cistaceae,NA,NA,NA,NA,40.81666667,NA,1380,NA,"Teixido, A.L. & Valladares, F. (2014). Large flowers tend to be short-lived in Mediterranean ecosystems: Insights from three Cistus species. Plant Biosystems, 148, 1211-1220.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.6,Cistus laurifolius,invertebrate,NA,Cistus laurifolius,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cistus salvifolius,Cistaceae,NA,NA,NA,NA,37.45,NA,85,NA,"Arista, M. & Ortiz, P. (2007). Differential gender selection on floral size: an experimental approach using Cistus salvifolius. Journal of Ecology.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Cistus salvifolius,invertebrate,NA,Cistus salviifolius,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic
Cleisostoma linearilobatum,Orchidaceae,NA,NA,NA,NA,21.99472222,NA,1176,NA,"Zhou, X., Liu, Q., Han, J.Y. & Gao, J. (2016). Different pollinator assemblages ensure reproductive success of Cleisostoma linearilobatum (Orchidaceae) in fragmented holy hill forest and traditional tea garden. Scientific Reports, 6, 21435.",NA,Y,NA,NA,NA,NA,NA,songetal20223,8.71,Cleisostoma linearilobatum,invertebrate,NA,Cleisostoma linearilobatum,species,Orchidaceae,Cleisostoma,NA,actinomorphic zygomorphic,NA
Clematis akebioides,Ranunculaceae,NA,NA,NA,NA,28.46713333,NA,3240,NA,"Jiang, N., Yu, W., Li, H. & Guan, K. (2010). Floral traits, pollination ecology and breeding system of three Clematis species (Ranunculaceae) in Yunnan province, southwestern China. Australian Journal of Botany, 58, 115-123.",NA,Y,NA,NA,NA,NA,NA,songetal20223,5,Clematis akebioides,invertebrate,NA,Clematis akebioides,species,Ranunculaceae,Clematis,actinomorphic,actinomorphic zygomorphic,actinomorphic
Clematis chrysocoma,Ranunculaceae,NA,NA,NA,NA,25.11832778,NA,2300,NA,"Jiang, N., Yu, W., Li, H. & Guan, K. (2010). Floral traits, pollination ecology and breeding system of three Clematis species (Ranunculaceae) in Yunnan province, southwestern China. Australian Journal of Botany, 58, 115-123.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7.55,Clematis chrysocoma,invertebrate,NA,Clematis chrysocoma,species,Ranunculaceae,Clematis,actinomorphic,actinomorphic zygomorphic,actinomorphic
Clematis rehderiana,Ranunculaceae,NA,NA,NA,NA,28.46713333,NA,3240,NA,"Jiang, N., Yu, W., Li, H. & Guan, K. (2010). Floral traits, pollination ecology and breeding system of three Clematis species (Ranunculaceae) in Yunnan province, southwestern China. Australian Journal of Botany, 58, 115-123.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.85,Clematis rehderiana,invertebrate,NA,Clematis rehderiana,species,Ranunculaceae,Clematis,actinomorphic,actinomorphic zygomorphic,actinomorphic
Clerodendrum inerme,Lamiaceae,NA,NA,NA,NA,27.20111111,NA,167,NA,"Rohitash (2017). Floral contrivances, pollination and breeding system of Clerodendrum inerme (L.) Gaertn.(Lamiaceae). The International Journal of Plant Reproductive Biology, 9, 115-124.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2,Clerodendrum inerme,invertebrate,NA,Volkameria inermis,species,Lamiaceae,Volkameria,actinomorphic,actinomorphic zygomorphic,actinomorphic
Clerodendrum splendens,Lamiaceae,NA,NA,NA,NA,27.46666667,NA,181,NA,"Rohitash (2018). Phenology and Reproductive biology of Clerodendrum splendens G. Don. The International Journal of Plant Reproductive Biology, 10, 133-139.",NA,N,NA,NA,NA,NA,NA,songetal20223,2.5,Clerodendrum splendens,invertebrate,NA,Clerodendrum splendens,species,Lamiaceae,Clerodendrum,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Clethra alnifolia,Clethraceae,NA,NA,NA,NA,41.48333333,NA,29,NA,"Rathcke, B. (1988). Flowering Phenologies in a Shrub Community: Competition and Constraints. Journal of Ecology, 76, 975-994.",NA,Y,NA,NA,NA,NA,NA,songetal20223,3,Clethra alnifolia,invertebrate,NA,Clethra alnifolia,species,Clethraceae,Clethra,actinomorphic,actinomorphic,actinomorphic
Clethra lanata,Clethraceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible.[J]. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3.5,Clethra lanata,invertebrate,NA,Clethra lanata,species,Clethraceae,Clethra,actinomorphic,actinomorphic,actinomorphic
Clidemia capitellata var. depends,Melastomataceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,Y,NA,NA,NA,NA,NA,songetal20223,1.25,Clidemia capitellata var. depends,invertebrate,NA,Miconia dependens,species,Melastomataceae,Miconia,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Clitoria laurifolia,Fabaceae,NA,NA,NA,NA,-23.98605556,NA,9,NA,"Fidalgo, A., Guimar?es, D., Caldiron, G. & Barbosa, J. (2018). Reproductive ecology of two pioneer legumes in a coastal plain degraded by sand mining. Hoehnea, 45, 93-102.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.791666667,Clitoria laurifolia,invertebrate,NA,Clitoria laurifolia,species,Fabaceae,Clitoria,zygomorphic,actinomorphic zygomorphic,NA
Coccoloba cereifera,Polygonaceae,NA,NA,NA,NA,-19.27888889,NA,1200,NA,"Silva, C., Oliva, M., Vieira, M.F. & Fernandes, G. (2008). Trioecy in Coccoloba cereifera Schwacke (Polygonaceae), a narrow endemic and threatened tropical species. Brazilian Archives of Biology and Technology, 51, 1003-1010.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Coccoloba cereifera,invertebrate,NA,Coccoloba cereifera,species,Polygonaceae,Coccoloba,NA,actinomorphic zygomorphic,NA
Cochlospermum insigne,Bixaceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2,Cochlospermum insigne,invertebrate,NA,Cochlospermum regium,species,Bixaceae,Cochlospermum,actinomorphic,actinomorphic,actinomorphic
Codonopsis clematidea,Campanulaceae,NA,NA,NA,NA,43.33333333,NA,1880,NA,"Wang, L. & Tan, D. (2011). Floral syndrome and secondary pollen presentation in Codonopsis clematidea (Campanulaceae). Biodiversity Science, 19, 24-33.",NA,N,NA,NA,NA,NA,NA,songetal20223,6,Codonopsis clematidea,invertebrate,NA,Codonopsis clematidea,species,Campanulaceae,Codonopsis,actinomorphic,actinomorphic zygomorphic,actinomorphic
Codonopsis subglobosa,Campanulaceae,NA,NA,NA,NA,26.935,NA,2369,NA,"Ren, Z.-X., Wang, H., Bernhardt, P. & Li, D.-Z. (2014). Insect pollination and self-incompatibility in edible and/or medicinal crops in southwestern China, a global hotspot of biodiversity. American Journal of Botany, 101, 1700-1710.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7,Codonopsis subglobosa,invertebrate,NA,Codonopsis subglobosa,species,Campanulaceae,Codonopsis,actinomorphic,actinomorphic zygomorphic,actinomorphic
Cohniella ascendens,Orchidaceae,NA,NA,NA,NA,20.86777778,NA,9,NA,"Abdala-Roberts, L., Parra-Tabla, V. & Navarro, J. (2007). Is floral longevity influenced by reproductive costs and pollination success in Cohniella ascendens (Orchidaceae)? Annals of Botany, 100, 1367-1371.",NA,N,NA,NA,NA,NA,NA,songetal20223,8.68,Cohniella ascendens,invertebrate,NA,Trichocentrum ascendens,species,Orchidaceae,Trichocentrum,NA,actinomorphic zygomorphic,NA
Collaea cipoensis,Fabaceae,NA,NA,NA,NA,-19.31444444,NA,1300,NA,"Gélvez-Zú?iga, I., Neves, A.C., Teixido, A.L. & Fernandes, G.W. (2018). Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora, 238, 129-137.",NA,N,NA,NA,NA,NA,NA,songetal20223,5.9,Collaea cipoensis,vertebrate,NA,Collaea cipoensis,species,Fabaceae,Collaea,NA,actinomorphic zygomorphic,NA
Collaea cipoensis,Fabaceae,NA,NA,NA,NA,-19.27944444,NA,1100,NA,"Gélvez-Zú?iga, I., Neves, A.C., Teixido, A.L. & Fernandes, G.W. (2018). Reproductive biology and floral visitors of Collaea cipoensis (Fabaceae), an endemic shrub of the rupestrian grasslands. Flora, 238, 129-137.",NA,N,NA,NA,NA,NA,NA,songetal20223,5.9,Collaea cipoensis,vertebrate,NA,Collaea cipoensis,species,Fabaceae,Collaea,NA,actinomorphic zygomorphic,NA
Columnea  magnifica,Gesneriaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,7,Columnea magnifica,vertebrate,NA,Columnea magnifica,species,Gesneriaceae,Columnea,zygomorphic,actinomorphic zygomorphic,NA
Commiphora leptophloeos_female,Burseraceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,N,NA,_female,NA,NA,NA,songetal20223,2.5,Commiphora leptophloeos,invertebrate,NA,Commiphora leptophloeos,species,Burseraceae,Commiphora,actinomorphic,actinomorphic,actinomorphic
Connarus suberosus,Connaraceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1,Connarus suberosus,invertebrate,NA,Connarus suberosus,species,Connaraceae,Connarus,actinomorphic,actinomorphic,actinomorphic
Conostegia oerstediana,Melastomataceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.8,Conostegia oerstediana,invertebrate,NA,Miconia oerstediana,species,Melastomataceae,Miconia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Conostegia xalapensis,Melastomataceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.6,Conostegia xalapensis,invertebrate,NA,Miconia xalapensis,species,Melastomataceae,Miconia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
