og_species,sym_all,sources
Meliosma tenuis,actinomorphic,yoderetal2020
Meliosma veitchiorum,zygomorphic,jolyandschoen2021
Melittis melissophyllum,zygomorphic,jolyandschoen2021
Mellera lobulata,zygomorphic,2023TRY_350
Melliniella micrantha,zygomorphic,2023TRY_350
Melocactus curvispinus,actinomorphic,jolyandschoen2021
Melocactus zehntneri,actinomorphic,jolyandschoen2021 yoderetal2020
Melochia corchorifolia,actinomorphic,stephens2021 2023TRY_350
Melochia melissifolia,actinomorphic,2023TRY_350
Melochia nodiflora,actinomorphic,yoderetal2020
Melochia pyramidata,actinomorphic,stephens2021
Melochia tomentosa,actinomorphic,yoderetal2020
Melochia villosa,actinomorphic,yoderetal2020
Melothria sphaerocarpa,actinomorphic,2023TRY_350
Memecylon,actinomorphic,yoderetal2020
Memecylon calophyllum,actinomorphic,2023TRY_350
Memecylon diluviorum,actinomorphic,2023TRY_350
Memecylon eleagni,actinomorphic,yoderetal2020
Memecylon ovatifolium,actinomorphic,yoderetal2020
Memecylon scutellatum,actinomorphic,jolyandschoen2021
Memecylon umbellatum,actinomorphic,jolyandschoen2021
Mendoncia coccinea sparatteria,zygomorphic,jolyandschoen2021
Mendoncia combretoides,zygomorphic,2023TRY_350
Mendoncia sp1 M_PL_066,zygomorphic,yoderetal2020
Mendoncia velloziana,zygomorphic,yoderetal2020
Menispermum canadense,actinomorphic,jolyandschoen2021
Menkea australis,zygomorphic,stephens2021
Menonvillea hookeri,actinomorphic,yoderetal2020
Mentha aquatica,zygomorphic,jolyandschoen2021 yoderetal2020
Mentha arvensis,zygomorphic,jolyandschoen2021 yoderetal2020
Mentha cunninghamii,zygomorphic,jolyandschoen2021
Mentha longifolia,zygomorphic,jolyandschoen2021 yoderetal2020
Mentha longifolia subsp. capensis,actinomorphic,2023TRY_350
Mentha requienii,zygomorphic,jolyandschoen2021
Mentha spicata,zygomorphic,jolyandschoen2021
Mentzelia aspera,actinomorphic,yoderetal2020
Mentzelia lindleyi,actinomorphic,jolyandschoen2021
Mentzelia multiflora,actinomorphic,yoderetal2020
Menyanthes trifoliata,actinomorphic,jolyandschoen2021
Menziesia ferruginea,actinomorphic,jolyandschoen2021
Menziesia pentandra,actinomorphic,yoderetal2020
Merciera tenuifolia,actinomorphic,2023TRY_350
Meriana sclerophylla,actinomorphic,yoderetal2020
Merremia aegyptia,actinomorphic,jolyandschoen2021 2023TRY_350
Merremia hederacea,actinomorphic,2023TRY_350
Merremia palmata,actinomorphic,2023TRY_350
Merremia pterygocaulos,actinomorphic,2023TRY_350
Merremia quinata,actinomorphic,stephens2021
Merremia umbellata,actinomorphic,yoderetal2020
Mertensia ciliata,actinomorphic,jolyandschoen2021
Mertensia maritima,actinomorphic,jolyandschoen2021
Mertensia pratensis,actinomorphic,yoderetal2020
Mertensia sibirica,actinomorphic,yoderetal2020
Mertensia virginica,actinomorphic,yoderetal2020
Merwilla plumbea,actinomorphic,2023TRY_350
Mesanthemum radicans,actinomorphic,2023TRY_350
Mesembryanthemum barklyi,actinomorphic,2023TRY_350
Mesembryanthemum cordifolium,actinomorphic,jolyandschoen2021
Mesembryanthemum coriarium,actinomorphic,2023TRY_350
Mesembryanthemum cryptanthum,actinomorphic,2023TRY_350
Mesembryanthemum crystallinum,actinomorphic,stephens2021 2023TRY_350
Mesembryanthemum gariusanum,actinomorphic,2023TRY_350
Mesembryanthemum guerichianum,actinomorphic,2023TRY_350
Mesembryanthemum inachabense,actinomorphic,2023TRY_350
Mesembryanthemum junceum,actinomorphic,2023TRY_350
Mesembryanthemum juttae,actinomorphic,2023TRY_350
Mesembryanthemum marlothii,actinomorphic,2023TRY_350
Mesembryanthemum nodiflorum,actinomorphic,stephens2021
Mesembryanthemum quartziticola,actinomorphic,2023TRY_350
Mesembryanthemum tetragonum,actinomorphic,2023TRY_350
Mesosphaerum suaveolens,zygomorphic,stephens2021
Metalasia densa,actinomorphic,2023TRY_319
Metalasia muricata,actinomorphic,2023TRY_350
Metalasia sp,actinomorphic,2023TRY_319
Metanarthecium luteoviride,actinomorphic,jolyandschoen2021
Metothria tiukiuensis,actinomorphic,yoderetal2020
Metrosideros angustifolia,actinomorphic,2023TRY_350
Metrosideros nervulosa,actinomorphic,jolyandschoen2021
Metteniusa santanderensis,actinomorphic,jolyandschoen2021
Meum athamanticum,actinomorphic,jolyandschoen2021
Miconia ciliata,actinomorphic,yoderetal2020
Miconia ferruginata,actinomorphic,jolyandschoen2021
Miconia ligustroides,actinomorphic,jolyandschoen2021
Miconia minutiflora,actinomorphic,jolyandschoen2021
Miconia robinsoniana,actinomorphic,yoderetal2020
Miconia rubiginosa,actinomorphic,jolyandschoen2021
Miconia sp1 M_PL_040,actinomorphic,yoderetal2020
Miconia stephananthera,actinomorphic,yoderetal2020
Miconia striata,actinomorphic,yoderetal2020
Micranthes ferruginea,zygomorphic,jolyandschoen2021
Micranthes integrifolia,actinomorphic,jolyandschoen2021
Micrantheum demissum,actinomorphic zygomorphic,stephens2021
Micrantheum hexandrum,actinomorphic,jolyandschoen2021
Micranthus alopecuroides,actinomorphic zygomorphic,2023TRY_350
Micranthus plantagineus,actinomorphic,2023TRY_350
Micranthus tubulosus,actinomorphic,2023TRY_350
Microberlinia brazzavillensis,zygomorphic,2023TRY_350
Microcodon glomeratus,actinomorphic,jolyandschoen2021
Microcorys sp. Mt Gibson (S.Patrick 2098),zygomorphic,stephens2021
Microcos coriacea,actinomorphic,2023TRY_350
Microcos oligoneura,actinomorphic,2023TRY_350
Microcybe multiflora,actinomorphic,stephens2021
Microdesmis puberula,actinomorphic,jolyandschoen2021
Microdon dubius,actinomorphic,2023TRY_350
Microdracoides squamosa,actinomorphic,2023TRY_350
Microglossa pyrifolia,actinomorphic,2023TRY_350
Microlicia inquinans,actinomorphic,jolyandschoen2021
Microloma sagittatum,actinomorphic,2023TRY_350
Microloma sp,actinomorphic,2023TRY_319
Micromeria imbricata,zygomorphic,2023TRY_350
Micromyrtus clavata,actinomorphic,stephens2021
Micromyrtus erichsenii,actinomorphic,stephens2021
Micromyrtus flaviflora,actinomorphic,stephens2021
Micromyrtus greeniana,actinomorphic,stephens2021
Micromyrtus monotaxis,actinomorphic,stephens2021
Micromyrtus obovata,actinomorphic,stephens2021
Micromyrtus sessilis,actinomorphic,stephens2021
Microseris lanceolata,actinomorphic zygomorphic,yoderetal2020 stephens2021
Microseris scapigera,actinomorphic zygomorphic,jolyandschoen2021 stephens2021
Microstachys chamaelea,actinomorphic,stephens2021
Microtea debilis,actinomorphic,jolyandschoen2021
Mikania chenopodifolia,actinomorphic,2023TRY_350
Mikania micrantha,actinomorphic,yoderetal2020
Mikania psilotachya,actinomorphic,yoderetal2020
Mikania scandens,actinomorphic,jolyandschoen2021
Mikaniopsis tanganyikensis,actinomorphic,2023TRY_350
Mikaniopsis usambarensis,actinomorphic zygomorphic,2023TRY_350
Milicia excelsa,actinomorphic,2023TRY_350
Millettia dinklagei,zygomorphic,2023TRY_350
Millettia drastica,zygomorphic,2023TRY_350
Millettia griffoniana,zygomorphic,2023TRY_350
Millettia hypolampra,zygomorphic,2023TRY_350
Millettia kennedyi,zygomorphic,2023TRY_350
Millettia laurentii,zygomorphic,2023TRY_350
Millettia oblata,zygomorphic,2023TRY_350
Millettia puguensis,zygomorphic,2023TRY_350
Millettia thonningii,zygomorphic,2023TRY_350
Millettia versicolor,zygomorphic,2023TRY_350
Millotia myosotidifolia,actinomorphic,stephens2021
Millotia perpusilla,actinomorphic,stephens2021
Millotia tenuifolia,actinomorphic,stephens2021
Mimetes cucullatus,zygomorphic,2023TRY_350
Mimetes hirtus,actinomorphic,2023TRY_350
Mimetes hottentoticus,actinomorphic,2023TRY_350
Mimosa albida,actinomorphic,jolyandschoen2021
Mimosa arenosa,actinomorphic,yoderetal2020
Mimosa busseana,actinomorphic,2023TRY_350
Mimosa camporum,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Mimosa casta,zygomorphic,yoderetal2020
Mimosa detinens,actinomorphic,jolyandschoen2021
Mimosa diplotricha,actinomorphic,2023TRY_350
Mimosa pigra,actinomorphic,2023TRY_350
Mimosa pudica,zygomorphic,yoderetal2020
Mimulopsis kilimandscharica,zygomorphic,2023TRY_350
Mimulus alatus,zygomorphic,yoderetal2020
Mimulus ringens,zygomorphic,yoderetal2020
Mimulus sp1 M_PL_023,zygomorphic,yoderetal2020
Mimusops,actinomorphic,yoderetal2020
Mimusops andongensis,actinomorphic,2023TRY_350
Mimusops erythroxylon,actinomorphic,yoderetal2020
Mimusops kummel,actinomorphic,2023TRY_350
Mimusops sechellarum,actinomorphic,yoderetal2020
Mimusops zeyheri,actinomorphic,2023TRY_350
Minquartia guianensis,actinomorphic,jolyandschoen2021
Minuria cunninghamii,actinomorphic zygomorphic,stephens2021
Minuria denticulata,actinomorphic zygomorphic,stephens2021
Minuria integerrima,actinomorphic zygomorphic,stephens2021
Minuria leptophylla,actinomorphic zygomorphic,stephens2021
Minuria macrorhiza,actinomorphic zygomorphic,stephens2021
Minuria rigida,actinomorphic zygomorphic,stephens2021
Mirabilis jalapa,actinomorphic,jolyandschoen2021 yoderetal2020 2023TRY_350
Mirabilis sp1 M_PL_065,actinomorphic,yoderetal2020
Miraglossum pilosum,actinomorphic,yoderetal2020
Miraglossum verticillare,actinomorphic,yoderetal2020
Mirbelia microphylla,zygomorphic,stephens2021
Mirbelia multicaulis,zygomorphic,stephens2021
Mirbelia platylobioides,zygomorphic,stephens2021
Mirbelia ramulosa,zygomorphic,stephens2021
Mirbelia sp. Bursarioides (T..Lally 760),zygomorphic,stephens2021
Misodendrum linearifolium,actinomorphic,jolyandschoen2021
Misopates orontium,zygomorphic,jolyandschoen2021 2023TRY_350
Mitchella repens,actinomorphic,jolyandschoen2021
Mitracarpus hirtus,actinomorphic,stephens2021 2023TRY_350
Mitragyna inermis,actinomorphic,2023TRY_350
Mitragyna stipulosa,actinomorphic,2023TRY_350
Mitraria coccinea,actinomorphic,yoderetal2020
Mitrasacme connata,actinomorphic,stephens2021
Mitrasacme nummularia,actinomorphic,stephens2021
Mitrasacme polymorpha,actinomorphic,stephens2021
Mitrasacme stellata,actinomorphic,stephens2021
Mitrastemon yamamotoi,actinomorphic,jolyandschoen2021
Moehringia lateriflora,actinomorphic,yoderetal2020
Molinaea alternifolia,actinomorphic,yoderetal2020
Molinaea macrantha,actinomorphic,yoderetal2020
Molineria capitulata,actinomorphic,jolyandschoen2021
Mollugo cerviana,actinomorphic,jolyandschoen2021
Mollugo verticillata,actinomorphic,jolyandschoen2021 yoderetal2020
Moltkiopsis ciliata,actinomorphic,2023TRY_350
Moluccella laevis,zygomorphic,jolyandschoen2021
Momordica balsamina,actinomorphic,2023TRY_350
Momordica charantia,actinomorphic,yoderetal2020 2023TRY_350
Momordica foetida,actinomorphic zygomorphic,2023TRY_350
Momordica humilis,actinomorphic,2023TRY_350
Momordica trifoliolata,actinomorphic,2023TRY_350
Monanthotaxis buchananii,actinomorphic,2023TRY_350
Monanthotaxis enghiana,actinomorphic,2023TRY_350
Monanthotaxis obovata,actinomorphic,2023TRY_350
Monanthotaxis parvifolia,actinomorphic,2023TRY_350
Monanthotaxis schweinfurthii,actinomorphic,2023TRY_350
Monarda bradburiana,zygomorphic,yoderetal2020
Monarda citriodora,zygomorphic,jolyandschoen2021
Monarda clinopodia,zygomorphic,jolyandschoen2021
Monarda didyma,zygomorphic,jolyandschoen2021
Monarda fistulosa,zygomorphic,jolyandschoen2021 yoderetal2020
Monardella linoides,zygomorphic,jolyandschoen2021
Mondia whitei,actinomorphic,2023TRY_350
Moneses uniflora,actinomorphic,jolyandschoen2021
Monimiastrum globosum,actinomorphic,yoderetal2020
Monochoria korsakowii,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Monochoria vaginalis,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Monocostus uniflorus,zygomorphic,jolyandschoen2021
Monodora angolensis,actinomorphic,2023TRY_350
Monodora grandidieri,actinomorphic,2023TRY_350
Monodora myristica,actinomorphic,2023TRY_350
Monodora tenuifolia,actinomorphic,2023TRY_350
Monodora undulata,actinomorphic,2023TRY_350
Monoon longifolium,actinomorphic,2023TRY_350
Monopsis decipiens,zygomorphic,2023TRY_350
Monopsis lutea,zygomorphic,2023TRY_350
Monopsis unidentata,zygomorphic,2023TRY_350
Monopyle flava,zygomorphic,jolyandschoen2021
Monopyle puberula,zygomorphic,jolyandschoen2021
Monosis conferta,actinomorphic,2023TRY_350
Monotagma secundum,actinomorphic,yoderetal2020
Monotes africana,actinomorphic,2023TRY_350
Monotes discolor,actinomorphic,2023TRY_350
Monotes katangensis,actinomorphic,2023TRY_350
Monotes kerstingii,actinomorphic,2023TRY_350
Monotoca elliptica,actinomorphic,stephens2021
Monotoca scoparia,actinomorphic,stephens2021
Monotropa hypopitys,actinomorphic,jolyandschoen2021
Monsonia emarginata,actinomorphic,2023TRY_350
Monsonia lheritieri,actinomorphic,2023TRY_350
Monsonia longipes,actinomorphic,2023TRY_350
Monsonia marlothiae,actinomorphic,2023TRY_350
Monsonia parvifolia,actinomorphic,2023TRY_350
Monsonia patersoniae,actinomorphic,2023TRY_350
Monsonia salmoniflora,actinomorphic,2023TRY_350
Monstera deliciosa,actinomorphic,2023TRY_350
Montia fontana,zygomorphic,jolyandschoen2021
Montia parvifolia,actinomorphic,jolyandschoen2021
Montinia caryophyllacea,actinomorphic,jolyandschoen2021 2023TRY_350
Montiopsis gilliesii,actinomorphic,yoderetal2020
Montricharida arborescens,zygomorphic,yoderetal2020
Moquinia racemosa,actinomorphic,jolyandschoen2021
Moraea albicuspa,actinomorphic,2023TRY_350
Moraea algoensis,actinomorphic,2023TRY_350
Moraea alpina,actinomorphic,2023TRY_350
Moraea alticola,actinomorphic,2023TRY_350
Moraea angusta,zygomorphic,2023TRY_350
Moraea anomala,zygomorphic,2023TRY_350
Moraea bella,zygomorphic,2023TRY_350
Moraea bellendenii,actinomorphic,2023TRY_350
Moraea bituminosa,actinomorphic,2023TRY_350
Moraea brevistyla,actinomorphic,2023TRY_350
Moraea britteniae,actinomorphic,2023TRY_350
Moraea bulbillifera,actinomorphic,2023TRY_350
Moraea carsonii,actinomorphic,2023TRY_350
Moraea ciliata,actinomorphic,2023TRY_350
Moraea collina,actinomorphic,2023TRY_350
Moraea cooperi,actinomorphic,2023TRY_350
Moraea debilis,actinomorphic,2023TRY_350
Moraea dracomontana,actinomorphic,2023TRY_350
Moraea elegans,actinomorphic,2023TRY_350
Moraea elliotii,actinomorphic,2023TRY_350
Moraea fergusoniae,actinomorphic,2023TRY_350
Moraea flaccida,actinomorphic,stephens2021 2023TRY_350
Moraea fugacissima,actinomorphic,2023TRY_350
Moraea fugax,actinomorphic,2023TRY_350
Moraea galaxia,actinomorphic,2023TRY_350
Moraea gawleri,actinomorphic,2023TRY_350
Moraea graminicola,actinomorphic,2023TRY_350
Moraea huttonii,actinomorphic,2023TRY_350
Moraea inclinata,actinomorphic,2023TRY_350
Moraea inconspicua,actinomorphic,2023TRY_350
Moraea insolens,actinomorphic,2023TRY_350
Moraea lewisiae,actinomorphic,2023TRY_350
Moraea longiaristata,actinomorphic,2023TRY_350
Moraea longifolia,actinomorphic,2023TRY_350
Moraea lurida,actinomorphic,2023TRY_350
Moraea macrantha,actinomorphic zygomorphic,2023TRY_350
Moraea melanops,actinomorphic,2023TRY_350
Moraea modesta,actinomorphic,2023TRY_350
Moraea muddii,actinomorphic,2023TRY_350
Moraea neglecta,actinomorphic,2023TRY_350
Moraea ochroleuca,actinomorphic,2023TRY_350
Moraea pallida,actinomorphic,2023TRY_350
Moraea papilionacea,actinomorphic,2023TRY_350
Moraea polystachya,actinomorphic,2023TRY_350
Moraea pritzeliana,actinomorphic,2023TRY_350
Moraea pyrophila,actinomorphic,2023TRY_350
Moraea ramosissima,actinomorphic,2023TRY_350
Moraea reticulata,actinomorphic,2023TRY_350
Moraea schimperi,actinomorphic,2023TRY_350
Moraea setifolia,actinomorphic,stephens2021 2023TRY_350
Moraea sp,actinomorphic,2023TRY_319
Moraea spathulata,actinomorphic,2023TRY_350
Moraea stricta,actinomorphic,2023TRY_350
Moraea thomsonii,zygomorphic,2023TRY_350
Moraea tortilis,actinomorphic,2023TRY_350
Moraea tricolor,actinomorphic,2023TRY_350
Moraea tricuspidata,actinomorphic,2023TRY_350
Moraea trifida,actinomorphic,2023TRY_350
Moraea tripetala,actinomorphic,2023TRY_350
Moraea unguiculata,zygomorphic,2023TRY_350
Moraea ventricosa,zygomorphic,2023TRY_350
Moraea virgata,actinomorphic,2023TRY_350
Moraea viscaria,actinomorphic,2023TRY_350
Morelia senegalensis,actinomorphic,2023TRY_350
Morella serrata,actinomorphic,2023TRY_350
Morettia canescens,actinomorphic,2023TRY_350
Morina longifolia,zygomorphic,jolyandschoen2021
Morinda chrysorhiza,actinomorphic,2023TRY_350
Morinda citrifolia,actinomorphic,yoderetal2020
Morinda lucida,actinomorphic,2023TRY_350
Morinda morindoides,actinomorphic,2023TRY_350
Morinda royoc,actinomorphic,yoderetal2020
Morinda umbellata,actinomorphic,yoderetal2020
Moringa oleifera,zygomorphic,jolyandschoen2021 2023TRY_350
Moringa ovalifolia,actinomorphic,jolyandschoen2021 2023TRY_350
Morisonia americana,actinomorphic,jolyandschoen2021
Mormordica charantia,actinomorphic,yoderetal2020
Morus indica,actinomorphic,jolyandschoen2021
Morus mesozygia,actinomorphic,2023TRY_350
Moschopsis rosulata,actinomorphic,jolyandschoen2021
Mosla dianthera,zygomorphic,yoderetal2020
Mosta dianthera,zygomorphic,yoderetal2020
Mostuea brunonis,actinomorphic,2023TRY_350
Mostuea hymenocardioides,actinomorphic,2023TRY_350
Mostuea microphylla,actinomorphic,2023TRY_350
Moultonianthus leembruggianus,actinomorphic,jolyandschoen2021
Mourera fluviatilis,actinomorphic,jolyandschoen2021
Mouriri cyphocarpa,actinomorphic,jolyandschoen2021
Moussonia deppeana,zygomorphic,jolyandschoen2021
Moussonia elegans,zygomorphic,jolyandschoen2021
Moussonia septentrionalis,zygomorphic,jolyandschoen2021
Mucuna flagellipes,zygomorphic,2023TRY_350
Mucuna glabrialata,zygomorphic,2023TRY_350
Mucuna poggei,zygomorphic,2023TRY_350
Mucuna pruriens,zygomorphic,2023TRY_350
Mucuna stans,zygomorphic,2023TRY_350
Muehlenbeckia axillaris,actinomorphic,yoderetal2020
Muehlenbeckia complexa,actinomorphic,yoderetal2020
Muellera sericea,zygomorphic,2023TRY_350
Muelleranthus obovatus,zygomorphic,stephens2021
Muelleranthus stipularis,zygomorphic,stephens2021
Muelleranthus trifoliolatus,zygomorphic,stephens2021
Mulinum spinosum,actinomorphic,yoderetal2020
Multidentia concrescens,actinomorphic,2023TRY_350
Multidentia crassa,actinomorphic,2023TRY_350
Mundulea sericea,zygomorphic,2023TRY_350
Muntingia calabura,actinomorphic,jolyandschoen2021
Muraltia alopecuroides,zygomorphic,2023TRY_350
Murdannia graminea,actinomorphic,stephens2021
Murdannia keisak,actinomorphic,jolyandschoen2021 yoderetal2020
Murdannia nudiflora,zygomorphic,jolyandschoen2021
Murdannia simplex,actinomorphic,2023TRY_350
Murdannia vaginata,zygomorphic,stephens2021
Musa acuminata,zygomorphic,jolyandschoen2021
Musa balbisiana,actinomorphic,yoderetal2020
Musa paradisiaca_x,actinomorphic,2023TRY_350
Musaenda parviflora,actinomorphic,yoderetal2020
Muscari commutatum,actinomorphic,yoderetal2020
Muscari comosum,actinomorphic,yoderetal2020
Muscari neglectum,actinomorphic,yoderetal2020
Musgravea heterophylla,actinomorphic,jolyandschoen2021
Musineon divaricatum,actinomorphic,jolyandschoen2021
Musineon lineare,actinomorphic,jolyandschoen2021
Musineon tenuifolium,actinomorphic,jolyandschoen2021
Musineon vaginatum,actinomorphic,jolyandschoen2021
Mussaenda arcuata,actinomorphic,2023TRY_350
Mussaenda elegans,actinomorphic,2023TRY_350
Mussaenda erythrophylla,actinomorphic,2023TRY_350
Mussaenda isertiana,actinomorphic,2023TRY_350
Mussaenda shikokiana,actinomorphic,jolyandschoen2021
Mussaenda tenuiflora,actinomorphic,2023TRY_350
Mustisia acerosa,actinomorphic,yoderetal2020
Mustisia sinuata,actinomorphic,yoderetal2020
Mustisia subulata,actinomorphic,yoderetal2020
Mutisia decurrens,actinomorphic,yoderetal2020
Mutisia sinuata,actinomorphic,yoderetal2020
Mutisia speciosa,actinomorphic,yoderetal2020
Myodocarpus angustialatus,actinomorphic,jolyandschoen2021
Myodocarpus crassifolius,actinomorphic,jolyandschoen2021
Myodocarpus fraxinifolius,actinomorphic,jolyandschoen2021
Myodocarpus gracilis,actinomorphic,jolyandschoen2021
